Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Electricity cost,Total cost / 12000 miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],,,,,,,
VOLVO,V40 MY17,D3,6MT,1969,Diesel,,,,,4.4,3.5,3.8,64.2,80.7,74.3,99,£903,,£903,6,71.0,175,,57,77,0.92,,,,,,,
VOLVO,V40 MY17,D3 Cross Country,6MT,1969,Diesel,,,,,4.4,3.5,3.8,64.2,80.7,74.3,99,£903,,£903,6,72.0,194,,39,59,0.52,,,,,,,
VOLVO,V40 MY17,D4,6MT,1969,Diesel,,,,,4.2,3.6,3.8,67.3,78.5,74.3,99,£903,,£903,6,73.0,117,,73,100,0.36,,,,,,,
VOLVO,V40 MY17.5,D2,6MT,1969,Diesel,,,,,4.0,3.3,3.6,70.6,85.6,78.5,94,£855,,£855,6,73.0,98,,42,61,0.48,,,,,,,
VOLVO,V40 MY17.5,D2 CROSS COUNTRY,6MT,1969,Diesel,,,,,4.2,3.6,3.8,67.3,78.5,74.3,99,£903,,£903,6,72.0,112,,50,73,0.52,,,,,,,
VOLVO,V40 MY18,D2,6MT,1969,Diesel,,,,,4.0,3.3,3.6,70.6,85.6,78.5,94,£855,,£855,6,73.0,98,,42,62,0.48,,,,,,,
VOLVO,V40 MY18,D2 CROSS COUNTRY,6MT,1969,Diesel,,,,,4.2,3.6,3.8,67.3,78.5,74.3,96,£903,,£903,6,73.0,102,,35,58,0.58,,,,,,,
VOLVO,V40 MY18,D4,6MT,1969,Diesel,,,,,4.2,3.6,3.8,67.3,78.5,74.3,99,£903,,£903,6,73.0,110,,74,100,0.36,,,,,,,
ALFA ROMEO,"Giulia, MY2016",2.2 JTDM 180 BHP,A8,2143,Diesel,,,,,5.3,3.5,4.2,53.3,80.7,67.3,109,£997,,£997,6,72.6,111,,67,85,0.11,,,,,,,
ALFA ROMEO,"Giulia, MY2017",2.2 JTDM 180 bhp,A8,2143,Diesel,,,,,5.3,3.5,4.2,53.3,80.7,67.3,109,£997,,£997,6,71.2,111,,68,85,0.11,,,,,,,
ALFA ROMEO,Giulietta,2.0 JTDm-2 150 bhp (MY 2015),M6,1956,Diesel,,,,,5.0,3.7,4.2,56.5,76.3,67.3,110,£997,,£997,6,74.0,239,,46,113,0.80,,,,,,,
AUDI,A1,1.6 TDI 116PS 18'' wheels,M5,1598,Diesel,,,,,4.7,3.4,3.9,60.1,83.1,72.4,102,£927,,£927,6,72.0,109,,36,73,0.00,,,,,,,
AUDI,A1,1.6 TDI 116PS 7speed S tronic 17'' wheels,D7,1598,Diesel,,,,,4.5,3.5,3.9,62.8,80.7,72.4,101,£927,,£927,6,71.0,109,,27,66,0.19,,,,,,,
AUDI,A1,1.6 TDI 116PS 7speed S tronic 18'' wheels,D7,1598,Diesel,,,,,4.6,3.6,4.0,61.4,78.5,70.6,106,£950,,£950,6,71.0,109,,27,66,0.19,,,,,,,
AUDI,A1 Sportback,1.6 TDI 116PS 18'' wheels,M5,1598,Diesel,,,,,4.7,3.4,3.9,60.1,83.1,72.4,102,£927,,£927,6,72.0,109,,36,72,0.00,,,,,,,
AUDI,A1 Sportback,1.6 TDI 116PS 7speed S tronic 17'' wheels,D7,1598,Diesel,,,,,4.5,3.5,3.9,62.8,80.7,72.4,101,£927,,£927,6,71.0,109,,27,66,0.19,,,,,,,
AUDI,A1 Sportback,1.6 TDI 116PS 7speed S tronic 18'' wheels,D7,1598,Diesel,,,,,4.6,3.6,4.0,61.4,78.5,70.6,106,£950,,£950,6,71.0,109,,27,66,0.19,,,,,,,
AUDI,A3 Cabriolet,1.6 TDI 116PS 16'' wheels,M6,1598,Diesel,,,,,4.7,3.9,4.2,60.1,72.4,67.3,110,£997,,£997,6,71.0,181,,42,86,0.00,,,,,,,
AUDI,A3 Cabriolet,2.0 TDI 150PS 16'' wheels,M6,1968,Diesel,,,,,5.1,3.7,4.2,55.4,76.3,67.3,110,£997,,£997,6,72.0,144,,66,102,0.08,,,,,,,
AUDI,A3 Hatchback,1.6 TDI 116PS 16'' wheels,M6,1598,Diesel,,,,,4.5,3.7,4.0,62.8,76.3,70.6,106,£950,,£950,6,71.0,181,,42,86,0.00,,,,,,,
AUDI,A3 Hatchback,1.6 TDI 116PS 17'' wheels,M6,1598,Diesel,,,,,4.6,3.8,4.1,61.4,74.3,68.9,108,£974,,£974,6,71.0,181,,42,86,0.00,,,,,,,
AUDI,A3 Hatchback,1.6 TDI 116PS 18'' wheels,M6,1598,Diesel,,,,,4.7,3.9,4.2,60.1,72.4,67.3,109,£997,,£997,6,71.0,181,,42,86,0.00,,,,,,,
AUDI,A3 Hatchback,1.6 TDI 116PS 7speed S-tronic 16'' wheels,D7,1598,Diesel,,,,,4.1,3.7,3.9,68.9,76.3,72.4,103,£927,,£927,6,69.0,126,,40,66,0.24,,,,,,,
AUDI,A3 Hatchback,1.6 TDI 116PS 7speed S-tronic 17'' wheels,D7,1598,Diesel,,,,,4.2,3.9,4.0,67.3,72.4,70.6,106,£950,,£950,6,69.0,126,,40,66,0.24,,,,,,,
AUDI,A3 Hatchback,1.6 TDI 116PS 7speed S-tronic 18'' wheels,D7,1598,Diesel,,,,,4.3,3.9,4.0,65.7,72.4,70.6,107,£950,,£950,6,69.0,126,,40,66,0.24,,,,,,,
AUDI,A3 Hatchback,2.0 TDI 150PS 16'' wheels,M6,1968,Diesel,,,,,4.9,3.5,4.0,57.6,80.7,70.6,105,£950,,£950,6,72.0,144,,66,102,0.08,,,,,,,
AUDI,A3 Hatchback,2.0 TDI 150PS 17'' wheels,M6,1968,Diesel,,,,,5.0,3.7,4.2,56.5,76.3,67.3,108,£997,,£997,6,72.0,144,,66,102,0.08,,,,,,,
AUDI,A3 Hatchback,2.0 TDI 150PS 18'' wheels,M6,1968,Diesel,,,,,5.1,3.8,4.3,55.4,74.3,65.7,109,"£1,021",,"£1,021",6,72.0,144,,66,102,0.08,,,,,,,
AUDI,A3 Saloon,1.6 TDI 116PS 17'' wheels,M6,1598,Diesel,,,,,4.6,3.7,4.1,61.4,76.3,68.9,107,£974,,£974,6,71.0,181,,42,86,0.00,,,,,,,
AUDI,A3 Saloon,1.6 TDI 116PS 18'' wheels,M6,1598,Diesel,,,,,4.7,3.8,4.1,60.1,74.3,68.9,108,£974,,£974,6,71.0,181,,42,86,0.00,,,,,,,
AUDI,A3 Saloon,1.6 TDI 116PS 7speed S-tronic 17'' wheels,D7,1598,Diesel,,,,,4.2,3.8,4.0,67.3,74.3,70.6,105,£950,,£950,6,69.0,126,,40,66,0.24,,,,,,,
AUDI,A3 Saloon,1.6 TDI 116PS 7speed S-tronic 18'' wheels,D7,1598,Diesel,,,,,4.3,3.9,4.0,65.7,72.4,70.6,106,£950,,£950,6,69.0,126,,40,66,0.24,,,,,,,
AUDI,A3 Saloon,2.0 TDI 150PS 17'' wheels,M6,1968,Diesel,,,,,5.0,3.7,4.2,56.5,76.3,67.3,107,£997,,£997,6,72.0,144,,66,102,0.08,,,,,,,
AUDI,A3 Saloon,2.0 TDI 150PS 18'' wheels,M6,1968,Diesel,,,,,5.1,3.8,4.3,55.4,74.3,65.7,108,"£1,021",,"£1,021",6,72.0,144,,66,102,0.08,,,,,,,
AUDI,A3 Saloon,2.0 TDI 150PS 19'' wheels,M6,1968,Diesel,,,,,5.1,3.8,4.3,55.4,74.3,65.7,110,"£1,021",,"£1,021",6,72.0,144,,66,102,0.08,,,,,,,
AUDI,A3 Sportback,1.6 TDI 110PS 17'' wheels,M6,1598,Diesel,,,,,4.7,3.6,4.0,60.1,78.5,70.6,107,£950,,£950,6,71.0,86,,43,75,0.11,,,,,,,
AUDI,A3 Sportback,1.6 TDI 110PS 18'' wheels,M6,1598,Diesel,,,,,4.8,3.7,4.1,58.9,76.3,68.9,108,£974,,£974,6,71.0,86,,43,75,0.11,,,,,,,
AUDI,A3 Sportback,1.6 TDI 116PS 7speed S-tronic 16'' wheels,D7,1598,Diesel,,,,,4.1,3.7,3.9,68.9,76.3,72.4,103,£927,,£927,6,69.0,126,,40,66,0.24,,,,,,,
AUDI,A3 Sportback,1.6 TDI 116PS 7speed S-tronic 17'' wheels,D7,1598,Diesel,,,,,4.2,3.9,4.0,67.3,72.4,70.6,106,£950,,£950,6,69.0,126,,40,66,0.24,,,,,,,
AUDI,A3 Sportback,1.6 TDI 116PS 7speed S-tronic 18'' wheels,D7,1598,Diesel,,,,,4.3,3.9,4.0,65.7,72.4,70.6,107,£950,,£950,6,69.0,126,,40,66,0.24,,,,,,,
AUDI,A3 Sportback,2.0 TDI 150PS 16'' wheels,M6,1968,Diesel,,,,,4.9,3.5,4.0,57.6,80.7,70.6,105,£950,,£950,6,72.0,144,,66,102,0.08,,,,,,,
AUDI,A3 Sportback,2.0 TDI 150PS 17'' wheels,M6,1968,Diesel,,,,,5.0,3.7,4.2,56.5,76.3,67.3,108,£997,,£997,6,72.0,144,,66,102,0.08,,,,,,,
AUDI,A3 Sportback,2.0 TDI 150PS 18'' wheels,M6,1968,Diesel,,,,,5.1,3.8,4.3,55.4,74.3,65.7,109,"£1,021",,"£1,021",6,72.0,144,,66,102,0.08,,,,,,,
AUDI,A4 Avant,2.0 TDI 150PS Ultra 17'' wheels,M6,1968,Diesel,,,,,4.7,3.6,4.0,60.1,78.5,70.6,104,£950,,£950,6,70.0,196,,63,101,0.03,,,,,,,
AUDI,A4 Avant,2.0 TDI 150PS Ultra 18'' wheels,M6,1968,Diesel,,,,,4.8,3.7,4.1,58.9,76.3,68.9,108,£974,,£974,6,70.0,196,,63,101,0.03,,,,,,,
AUDI,A4 Avant,2.0 TDI 150PS Ultra 7speed S-tronic 17'' wheels,D7,1968,Diesel,,,,,4.8,3.6,4.0,58.9,78.5,70.6,104,£950,,£950,6,69.0,77,,44,57,0.05,,,,,,,
AUDI,A4 Avant,2.0 TDI 150PS Ultra 7speed S-tronic 18'' wheels,D7,1968,Diesel,,,,,5.0,3.8,4.2,56.5,74.3,67.3,110,£997,,£997,6,69.0,77,,44,57,0.05,,,,,,,
AUDI,A4 Avant,2.0 TDI 190PS Ultra 17'' wheels,M6,1968,Diesel,,,,,5.0,3.7,4.1,56.5,76.3,68.9,106,£974,,£974,6,69.0,167,,49,72,0.06,,,,,,,
AUDI,A4 Avant,2.0 TDI 190PS Ultra 7speed S-tronic 17'' wheels,D7,1968,Diesel,,,,,4.8,3.7,4.1,58.9,76.3,68.9,106,£974,,£974,6,68.0,226,,48,68,0.00,,,,,,,
AUDI,A4 Saloon,2.0 TDI 150PS 18'' wheels,M6,1968,Diesel,,,,,4.8,3.7,4.0,58.9,76.3,70.6,106,£950,,£950,6,70.0,104,,55,76,0.00,,,,,,,
AUDI,A4 Saloon,2.0 TDI 150PS 7speed S-tronic 18'' wheels,D7,1968,Diesel,,,,,5.0,3.8,4.2,56.5,74.3,67.3,109,£997,,£997,6,69.0,77,,44,57,0.05,,,,,,,
AUDI,A4 Saloon,2.0 TDI 150PS Ultra 18'' wheels,M6,1968,Diesel,,,,,4.7,3.6,4.0,60.1,78.5,70.6,103,£950,,£950,6,70.0,196,,63,101,0.03,,,,,,,
AUDI,A4 Saloon,2.0 TDI 150PS Ultra 7speed S-tronic 17'' wheels,D7,1968,Diesel,,,,,4.7,3.5,3.9,60.1,80.7,72.4,101,£927,,£927,6,69.0,77,,44,57,0.05,,,,,,,
AUDI,A4 Saloon,2.0 TDI 150PS Ultra 7speed S-tronic 18'' wheels,D7,1968,Diesel,,,,,4.9,3.7,4.1,57.6,76.3,68.9,107,£974,,£974,6,69.0,77,,44,57,0.05,,,,,,,
AUDI,A4 Saloon,2.0 TDI 190PS Ultra 17'' wheels,M6,1968,Diesel,,,,,4.8,3.5,3.9,58.9,80.7,72.4,102,£927,,£927,6,69.0,164,,49,72,0.06,,,,,,,
AUDI,A4 Saloon,2.0 TDI 190PS Ultra 18'' wheels,M6,1968,Diesel,,,,,5.0,3.7,4.1,56.5,76.3,68.9,107,£974,,£974,6,69.0,164,,49,72,0.06,,,,,,,
AUDI,A4 Saloon,2.0 TDI 190PS Ultra 7speed S-tronic 17'' wheels,D7,1968,Diesel,,,,,4.7,3.5,4.0,60.1,80.7,70.6,103,£950,,£950,6,68.0,226,,48,68,0.00,,,,,,,
AUDI,A4 Saloon,2.0 TDI 190PS Ultra 7speed S-tronic 18'' wheels,D7,1968,Diesel,,,,,4.9,3.8,4.2,57.6,74.3,67.3,109,£997,,£997,6,68.0,226,,48,68,0.00,,,,,,,
AUDI,A4 Saloon,3.0 V6 TDI 218PS 7speed S-tronic 17'' wheels,D7,2967,Diesel,,,,,4.8,4.0,4.2,58.9,70.6,67.3,109,£997,,£997,6,69.0,196,,41,66,0.57,,,,,,,
AUDI,A5 Coupé,2.0 TDI 190PS Ultra 17'' wheels,M6,1968,Diesel,,,,,5.0,3.7,4.1,56.5,76.3,68.9,106,£974,,£974,6,69.0,167,,49,72,0.06,,,,,,,
AUDI,A5 Coupé,2.0 TDI 190PS Ultra 7speed S-tronic 17'' wheels,D7,1968,Diesel,,,,,4.7,3.6,4.0,60.1,78.5,70.6,105,£950,,£950,6,68.0,226,,48,68,0.00,,,,,,,
AUDI,A5 Sportback,2.0 TDI 190PS 7speed S-tronic 17'' wheels,D7,1968,Diesel,,,,,4.9,3.8,4.2,57.6,74.3,67.3,109,£997,,£997,6,68.0,226,,48,68,0.00,,,,,,,
AUDI,A5 Sportback,2.0 TDI 190PS Ultra 17'' wheels,M6,1968,Diesel,,,,,5.0,3.7,4.1,56.5,76.3,68.9,108,£974,,£974,6,69.0,167,,49,72,0.06,,,,,,,
AUDI,A5 Sportback,2.0 TDI 190PS Ultra 7speed S-tronic 17'' wheels,D7,1968,Diesel,,,,,4.8,3.7,4.1,58.9,76.3,68.9,106,£974,,£974,6,68.0,226,,48,68,0.00,,,,,,,
AUDI,A6 Saloon,2.0 TDI Ultra 190PS 7speed S-tronic 17'' wheels,D7,1968,Diesel,,,,,4.7,3.9,4.2,60.1,72.4,67.3,110,£997,,£997,6,70.0,93,,55,68,0.00,,,,,,,
AUDI,A6 Saloon,2.0 TDI Ultra 190PS 7speed S-tronic 18'' wheels,D7,1968,Diesel,,,,,4.7,3.9,4.2,60.1,72.4,67.3,110,£997,,£997,6,70.0,93,,55,68,0.00,,,,,,,
AUDI,Q2,1.6 TDI 116PS 7speed S-tronic 16'' & 17'' wheels,D7,1598,Diesel,,,,,4.4,4.0,4.1,64.2,70.6,68.9,109,£974,,£974,6,68.0,371,,63,119,0.00,,,,,,,
BMW,"1 Series 3-door F21, From September 2012",116d 17'' tyres,A8,1496,Diesel,,,,,4.4,3.6,3.9,64.2,78.5,72.4,103,£927,,£927,6,68.0,86,,25,52,0.07,,,,,,,
BMW,"1 Series 3-door F21, From September 2012",116d 17'' tyres,M6,1496,Diesel,,,,,4.5,3.5,3.9,62.8,80.7,72.4,103,£927,,£927,6,68.0,173,,29,62,0.09,,,,,,,
BMW,"1 Series 3-door F21, From September 2012",116d 18'' tyres,M6,1496,Diesel,,,,,4.7,3.6,4.0,60.1,78.5,70.6,106,£950,,£950,6,68.0,173,,29,62,0.09,,,,,,,
BMW,"1 Series 3-door F21, From September 2012",116d 18'' tyres,A8,1496,Diesel,,,,,4.6,3.8,4.1,61.4,74.3,68.9,107,£974,,£974,6,68.0,86,,25,52,0.07,,,,,,,
BMW,"1 Series 3-door F21, From September 2012",118d 16'' tyres,M6,1995,Diesel,,,,,4.8,3.5,4.0,58.9,80.7,70.6,104,£950,,£950,6,75.0,249,,29,46,0.05,,,,,,,
BMW,"1 Series 3-door F21, From September 2012",118d 17'' tyres,A8,1995,Diesel,,,,,4.7,3.6,4.0,60.1,78.5,70.6,105,£950,,£950,6,73.0,169,,30,36,0.09,,,,,,,
BMW,"1 Series 3-door F21, From September 2012",118d 17'' tyres,M6,1995,Diesel,,,,,5.0,3.6,4.1,56.5,78.5,68.9,109,£974,,£974,6,75.0,249,,29,46,0.05,,,,,,,
BMW,"1 Series 3-door F21, From September 2012",118d 18'' tyres,A8,1995,Diesel,,,,,4.9,3.8,4.2,57.6,74.3,67.3,110,£997,,£997,6,73.0,169,,30,36,0.09,,,,,,,
BMW,"1 Series 3-door F21, From September 2012",120d 17'' tyres,A8,1995,Diesel,,,,,4.9,3.7,4.1,57.6,76.3,68.9,109,£974,,£974,6,69.0,102,,20,26,0.07,,,,,,,
BMW,"1 Series 5-door F20, From September 2011",116d 17'' tyres,A8,1496,Diesel,,,,,4.4,3.6,3.9,64.2,78.5,72.4,103,£927,,£927,6,68.0,86,,25,52,0.07,,,,,,,
BMW,"1 Series 5-door F20, From September 2011",116d 17'' tyres,M6,1496,Diesel,,,,,4.5,3.5,3.9,62.8,80.7,72.4,103,£927,,£927,6,68.0,173,,29,62,0.09,,,,,,,
BMW,"1 Series 5-door F20, From September 2011",116d 18'' tyres,M6,1496,Diesel,,,,,4.7,3.6,4.0,60.1,78.5,70.6,106,£950,,£950,6,68.0,173,,29,62,0.09,,,,,,,
BMW,"1 Series 5-door F20, From September 2011",116d 18'' tyres,A8,1496,Diesel,,,,,4.6,3.8,4.1,61.4,74.3,68.9,107,£974,,£974,6,68.0,86,,25,52,0.07,,,,,,,
BMW,"1 Series 5-door F20, From September 2011",118d 16'' tyres,M6,1995,Diesel,,,,,4.8,3.5,4.0,58.9,80.7,70.6,104,£950,,£950,6,75.0,249,,29,46,0.05,,,,,,,
BMW,"1 Series 5-door F20, From September 2011",118d 17'' tyres,A8,1995,Diesel,,,,,4.7,3.6,4.0,60.1,78.5,70.6,105,£950,,£950,6,73.0,169,,30,36,0.09,,,,,,,
BMW,"1 Series 5-door F20, From September 2011",118d 17'' tyres,M6,1995,Diesel,,,,,5.0,3.6,4.1,56.5,78.5,68.9,109,£974,,£974,6,75.0,249,,29,46,0.05,,,,,,,
BMW,"1 Series 5-door F20, From September 2011",118d 18'' tyres,A8,1995,Diesel,,,,,4.9,3.8,4.2,57.6,74.3,67.3,110,£997,,£997,6,73.0,169,,30,36,0.09,,,,,,,
BMW,"1 Series 5-door F20, From September 2011",120d 17'' tyres,A8,1995,Diesel,,,,,4.9,3.7,4.1,57.6,76.3,68.9,109,£974,,£974,6,69.0,102,,20,26,0.07,,,,,,,
BMW,"2 Series Active Tourer F45, From September 2014",216d Active Tourer - 16'' & 17'' tyres,A6,1496,Diesel,,,,,4.4,3.6,3.9,64.2,78.5,72.4,103,£927,,£927,6,67.0,95,,61,87,0.20,,,,,,,
BMW,"2 Series Active Tourer F45, From September 2014",216d Active Tourer - 18'' tyres,A6,1496,Diesel,,,,,4.7,3.8,4.1,60.1,74.3,68.9,108,£974,,£974,6,67.0,95,,61,87,0.20,,,,,,,
BMW,"2 Series Active Tourer F45, From September 2014",216d Active Tourer – 18'' tyres,M6,1496,Diesel,,,,,4.6,3.6,3.9,61.4,78.5,72.4,104,£927,,£927,6,69.0,99,,53,79,0.00,,,,,,,
BMW,"2 Series Active Tourer F45, From September 2014",218d Active Tourer - 16'' & 17'' tyres,A8,1995,Diesel,,,,,4.7,3.8,4.1,60.1,74.3,68.9,109,£974,,£974,6,71.0,143,,32,39,0.10,,,,,,,
BMW,"2 Series Active Tourer F45, From September 2014",218d Active Tourer - 16'' & 17'' tyres,M6,1995,Diesel,,,,,4.8,3.7,4.1,58.9,76.3,68.9,109,£974,,£974,6,70.0,269,,44,88,0.10,,,,,,,
BMW,"2 Series Coupé F22, From July 2016",220d - 17'' tyres,A8,1995,Diesel,,,,,4.8,3.8,4.1,58.9,74.3,68.9,109,£974,,£974,6,69.0,102,,20,26,0.10,,,,,,,
BMW,"2 Series Coupé F22, From March 2014",218d Coupé – 17'' tyres,A8,1995,Diesel,,,,,4.9,3.6,4.1,57.6,78.5,68.9,108,£974,,£974,6,73.0,169,,30,36,0.10,,,,,,,
BMW,"2 Series Coupé F22, From March 2014",220d Coupé – 17'' tyres,A8,1995,Diesel,,,,,4.6,3.6,3.9,61.4,78.5,72.4,104,£927,,£927,6,69.0,102,,20,26,0.07,,,,,,,
BMW,"2 Series Coupé F22, From March 2014",220d Coupé – 18'' tyres,A8,1995,Diesel,,,,,4.8,3.7,4.1,58.9,76.3,68.9,107,£974,,£974,6,69.0,102,,20,26,0.07,,,,,,,
BMW,"2 Series Gran Tourer F46, From June 2015",216d Gran Tourer - 16'' & 17'' tyres,M6,1496,Diesel,,,,,4.7,3.8,4.1,60.1,74.3,68.9,108,£974,,£974,6,69.0,99,,53,79,0.04,,,,,,,
BMW,"2 Series Gran Tourer F46, From June 2015",216d Gran Tourer - 16'' & 17'' tyres,A6,1496,Diesel,,,,,4.7,3.8,4.1,60.1,74.3,68.9,109,£974,,£974,6,67.0,95,,61,87,0.20,,,,,,,
BMW,"3 Series Saloon F30, From February 2012",316d - 16'' & 17'' tyres,A8,1995,Diesel,,,,,4.9,3.7,4.1,57.6,76.3,68.9,109,£974,,£974,6,68.0,232,,28,41,0.10,,,,,,,
BMW,"3 Series Saloon F30, From February 2012",316d - 16'' & 17'' tyres,M6,1995,Diesel,,,,,4.9,3.7,4.1,57.6,76.3,68.9,109,£974,,£974,6,69.0,313,,42,68,0.06,,,,,,,
BMW,"3 Series Saloon F30, From February 2012",320d EfficientDynamics - 18'' & 19'' wheels,A8,1995,Diesel,,,,,5.0,3.6,4.1,56.5,78.5,68.9,109,£974,,£974,6,73.0,148,,30,38,0.10,,,,,,,
BMW,"3 Series Saloon F30, From February 2012",320d EfficientDynamics - 7.5Jx16'' & 17'' wheels,A8,1995,Diesel,,,,,4.8,3.5,4.0,58.9,80.7,70.6,104,£950,,£950,6,73.0,148,,30,38,0.10,,,,,,,
BMW,"3 Series Saloon F30, From February 2012",320d EfficientDynamics - 7.5Jx16'' & 17'' wheels,M6,1995,Diesel,,,,,5.0,3.6,4.1,56.5,78.5,68.9,108,£974,,£974,6,75.0,157,,34,46,0.10,,,,,,,
BMW,"3 Series Saloon F30, From February 2012",320d EfficientDynamics - 7Jx16'' wheels,M6,1995,Diesel,,,,,4.7,3.4,3.9,60.1,83.1,72.4,102,£927,,£927,6,75.0,157,,34,46,0.10,,,,,,,
BMW,"3 Series Touring F31, from September 2012",320d EfficientDynamics - 7Jx16'' wheels,A8,1995,Diesel,,,,,4.8,3.5,4.0,58.9,80.7,70.6,104,£950,,£950,6,73.0,148,,30,38,0.10,,,,,,,
BMW,"3 Series Touring F31, from September 2012",320d EfficientDynamics - 7Jx16'' wheels,M6,1995,Diesel,,,,,5.0,3.6,4.1,56.5,78.5,68.9,107,£974,,£974,6,75.0,157,,34,46,0.10,,,,,,,
BMW,"4 Series Coupé F32, From October 2013",418d Coupé - 17'' tyres,A8,1995,Diesel,,,,,5.0,3.6,4.1,56.5,78.5,68.9,109,£974,,£974,6,68.0,175,,24,31,0.07,,,,,,,
BMW,"4 Series Coupé F32, From October 2013",418d Coupé - 17'' tyres,M6,1995,Diesel,,,,,5.0,3.7,4.2,56.5,76.3,67.3,110,£997,,£997,6,69.0,274,,32,50,0.04,,,,,,,
BMW,"4 Series Coupé F32, From October 2013",420d Coupé - 17'' tyres,A8,1995,Diesel,,,,,4.7,3.6,4.0,60.1,78.5,70.6,106,£950,,£950,6,73.0,128,,23,29,0.02,,,,,,,
BMW,"4 Series Gran Coupé F36, From June 2014",420d Gran Coupé - 17'' tyres,A8,1995,Diesel,,,,,4.7,3.6,4.0,60.1,78.5,70.6,106,£950,,£950,6,73.0,128,,23,29,0.02,,,,,,,
BMW,"5 Series Saloon F10, From March 2010",518d - 17'' tyres,A8,1995,Diesel,,,,,4.9,3.8,4.2,57.6,74.3,67.3,110,£997,,£997,6,69.0,333,,55,72,0.10,,,,,,,
BMW,"5 Series Saloon F10, From March 2010",520d - 17'' tyres,A8,1995,Diesel,,,,,4.9,3.7,4.1,57.6,76.3,68.9,109,£974,,£974,6,69.0,145,,31,37,0.10,,,,,,,
BMW,"5 Series Saloon G30, From February 2017",520d - 17'' standard tyres,A8,1995,Diesel,,,,,4.7,3.8,4.1,60.1,74.3,68.9,108,£974,,£974,6,67.0,72,,13,36,0.30,,,,,,,
BMW,"X1 Series F48 , From October 2015",X1 sDrive18d - 17'' & 18'' tyres,M6,1995,Diesel,,,,,4.9,3.7,4.1,57.6,76.3,68.9,109,£974,,£974,6,69.0,222,,37,54,0.10,,,,,,,
CITROEN,Berlingo Multispace,BlueHDi 100 S&S ETG6,AMT6,1560,Diesel,,,,,4.3,4.1,4.2,65.7,68.9,67.3,109,£997,,£997,6,67.2,179,,46,58,0.22,,,,,,,
CITROEN,C3 Picasso,BlueHDi 100,M5,1560,Diesel,,,,,4.7,3.5,3.9,60.1,80.7,72.4,101,£927,,£927,6,69.2,349,,72,106,0.13,,,,,,,
CITROEN,C4,BlueHDi 120 S&S EAT6 (17'' wheels) 10/16 production onwards,A6,1560,Diesel,,,,,4.6,3.7,4.0,61.4,76.3,70.6,104,£950,,£950,6,68.0,153,,55,66,0.14,,,,,,,
CITROEN,C4 Picasso,BlueHDi 120 S&S EAT6 (11/16 production onwards),A6,1560,Diesel,,,,,4.4,3.7,3.9,64.2,76.3,72.4,103,£927,,£927,6,68.4,118,,59,66,0.13,,,,,,,
CITROEN,C4 Picasso,BlueHDi 150 S&S (17 inch wheels) - production up to 12/15,M6,1997,Diesel,,,,,4.4,3.7,4.0,64.2,76.3,70.6,105,£950,,£950,6,73.1,164,,45,55,0.32,,,,,,,
CITROEN,Grand C4 Picasso,BlueHDi 120 S&S  (17 inch wheels),M6,1560,Diesel,,,,,4.5,3.8,4.0,62.8,74.3,70.6,106,£950,,£950,6,69.1,293,,72,97,0.14,,,,,,,
CITROEN,Grand C4 Picasso,BlueHDi 120 S&S (16 inch wheels),M6,1560,Diesel,,,,,4.6,3.7,4.0,61.4,76.3,70.6,105,£950,,£950,6,69.1,293,,72,97,0.14,,,,,,,
CITROEN,Grand C4 Picasso,BlueHDi 120 S&S EAT6 (11/16 production onwards),A6,1560,Diesel,,,,,4.6,3.7,4.0,61.4,76.3,70.6,106,£950,,£950,6,68.4,118,,59,66,0.13,,,,,,,
CITROEN,Grand C4 Picasso,BlueHDi 120 S&S EAT6 (16 inch wheels),A6,1560,Diesel,,,,,4.5,3.6,3.9,62.8,78.5,72.4,103,£927,,£927,6,68.4,118,,59,66,0.13,,,,,,,
DS,DS4,BlueHDi 120 S&S (18'' wheels),M6,1560,Diesel,,,,,4.5,3.6,3.9,62.8,78.5,72.4,103,£927,,£927,6,68.6,204,,58,76,0.30,,,,,,,
DS,DS4,BlueHDi 120 S&S EAT6 (17 inch wheels) 10/16 production onwards,A6,1560,Diesel,,,,,4.6,3.7,4.0,61.4,76.3,70.6,105,£950,,£950,6,66.8,144,,53,63,0.02,,,,,,,
DS,DS4,BlueHDi 120 S&S EAT6 (18 inch wheels) production up to 09/16,A6,1560,Diesel,,,,,4.8,3.8,4.1,58.9,74.3,68.9,108,£974,,£974,6,66.8,144,,53,63,0.02,,,,,,,
DS,DS4,BlueHDi 150 S&S (18'' wheels)(production up to 12/15),M6,1997,Diesel,,,,,4.4,3.6,3.9,64.2,78.5,72.4,103,£927,,£927,6,72.3,292,,51,70,0.21,,,,,,,
DS,DS4 Crossback,BlueHDi 120 S&S (18'' wheels),M6,1560,Diesel,,,,,4.5,3.6,3.9,62.8,78.5,72.4,103,£927,,£927,6,68.6,204,,58,76,0.30,,,,,,,
