Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Electricity cost,Total cost / 12000 miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],,,,,,,
MINI,"Clubman F54, From October 2015",MINI Cooper D - 16'' tyres,A8,1995,Diesel,,,,,4.7,3.8,4.1,60.1,74.3,68.9,109,£974,,£974,6,70.0,143,,32,39,0.00,,,,,,,
MINI,"Clubman F54, From October 2015",MINI Cooper D - 16'' tyres,M6,1995,Diesel,,,,,4.8,3.7,4.1,58.9,76.3,68.9,109,£974,,£974,6,72.0,269,,44,88,0.10,,,,,,,
MINI,"Clubman F54, From October 2016",MINI One D 15'' & 16'' tyres,A6,1496,Diesel,,,,,4.4,3.6,3.9,64.2,78.5,72.4,104,£927,,£927,6,67.0,157,,49,111,0.40,,,,,,,
MINI,"Clubman F54, From October 2016",MINI One D 17'' tyres,M6,1496,Diesel,,,,,4.5,3.5,3.9,62.8,80.7,72.4,102,£927,,£927,6,69.0,184,,60,103,0.20,,,,,,,
MINI,"Clubman F54, From October 2016",MINI One D 17'' tyres,A6,1496,Diesel,,,,,4.6,3.8,4.1,61.4,74.3,68.9,107,£974,,£974,6,67.0,157,,49,111,0.40,,,,,,,
MINI,"Clubman F54, From October 2016",MINI One D 18'' & 19'' tyres,M6,1496,Diesel,,,,,4.6,3.6,3.9,61.4,78.5,72.4,104,£927,,£927,6,69.0,184,,60,103,0.20,,,,,,,
MINI,"Clubman F54, From October 2016",MINI One D 18'' & 19'' tyres,A6,1496,Diesel,,,,,4.7,3.8,4.1,60.1,74.3,68.9,109,£974,,£974,6,67.0,157,,49,111,0.40,,,,,,,
MINI,"Convertible F57, From March 2016",MINI Cooper D - 15'' & 16'' tyres,A6,1496,Diesel,,,,,4.4,3.7,3.9,64.2,76.3,72.4,104,£927,,£927,6,70.0,157,,49,111,0.40,,,,,,,
MINI,"Convertible F57, From March 2016",MINI Cooper D - 17'' & 18'' tyres,M6,1496,Diesel,,,,,4.5,3.7,4.0,62.8,76.3,70.6,105,£950,,£950,6,71.0,184,,60,103,0.20,,,,,,,
MINI,"Convertible F57, From March 2016",MINI Cooper D - 17'' & 18'' tyres,A6,1496,Diesel,,,,,4.5,3.9,4.1,62.8,72.4,68.9,109,£974,,£974,6,70.0,157,,49,111,0.40,,,,,,,
NISSAN,"Juke Euro6, 2015",dCi 110 17 inch wheel,M6,1461,Diesel,,,,,4.4,3.8,4.0,64.2,74.3,70.6,104,£950,,£950,6,71.0,63,,18,39,0.10,,,,,,,
NISSAN,"Juke Euro6, 2015",dCi 110 18 inch wheel,M6,1461,Diesel,,,,,4.6,3.9,4.1,61.4,72.4,68.9,107,£974,,£974,6,71.0,63,,18,39,0.10,,,,,,,
NISSAN,"K14 Micra, 2017",1461cc 17 inch wheel ,M5,1461,Diesel,,,,,4.3,3.6,3.8,65.7,78.5,74.3,101,£903,,£903,6,66.0,175,,27,58,0.11,,,,,,,
NISSAN,"Qashqai Euro6, 2015",dCi 110 18/19 inch wheel,M6,1461,Diesel,,,,,4.3,3.9,4.0,65.7,72.4,70.6,103,£950,,£950,6,70.0,51,,22,39,0.30,,,,,,,
PEUGEOT,308,1.6 BlueHDi 120 EAT6 S&S (17 & 18 inch wheels) from 10/16 production,A6,1560,Diesel,,,,,4.4,3.6,3.9,64.2,78.5,72.4,101,£927,,£927,6,68.6,143,,44,53,0.00,,,,,,,
PEUGEOT,308,2.0 BlueHDi 150 EAT6 S&S (17'' & 18'' wheels) 10/16 production onwards,A6,1997,Diesel,,,,,4.8,3.7,4.1,58.9,76.3,68.9,108,£974,,£974,6,69.2,365,,48,72,0.20,,,,,,,
PEUGEOT,308,2.0 BlueHDi 150 EAT6 S&S (17'' & 18'' wheels) production up to 09/16,A6,1997,Diesel,,,,,4.7,3.6,4.0,60.1,78.5,70.6,105,£950,,£950,6,69.2,365,,48,72,0.20,,,,,,,
PEUGEOT,308,2.0 BlueHDi 150 S&S Allure & GT Line - 01/16 production onwards,M6,1997,Diesel,,,,,4.6,3.5,3.9,61.4,80.7,72.4,102,£927,,£927,6,71.5,298,,59,83,0.30,,,,,,,
PEUGEOT,308,2.0 BlueHDi 180 EAT6 S&S (10/16 production onward),A6,1997,Diesel,,,,,4.8,3.6,4.0,58.9,78.5,70.6,105,£950,,£950,6,70.9,267,,43,58,0.10,,,,,,,
PEUGEOT,308,2.0 BlueHDi 180 EAT6 S&S (production up to 09/16),A6,1997,Diesel,,,,,4.7,3.5,4.0,60.1,80.7,70.6,103,£950,,£950,6,70.9,267,,43,58,0.10,,,,,,,
PEUGEOT,508,BlueHDi 120 S&S Auto,A6,1560,Diesel,,,,,4.5,3.6,3.9,62.8,78.5,72.4,102,£927,,£927,6,66.9,114,,38,45,0.00,,,,,,,
PEUGEOT,508,BlueHDi 150 S&S - 01/16 production onwards,M6,1997,Diesel,,,,,4.9,3.8,4.2,57.6,74.3,67.3,109,£997,,£997,6,70.8,157,,57,67,0.10,,,,,,,
PEUGEOT,508,BlueHDi 180 S&S Auto,A6,1997,Diesel,,,,,5.0,3.8,4.2,56.5,74.3,67.3,110,£997,,£997,6,68.5,162,,71,80,0.10,,,,,,,
PEUGEOT,3008 SUV,1.6L BlueHDi 100 S&S 17/18 inch wheels,M5,1560,Diesel,,,,,4.2,3.8,4.0,67.3,74.3,70.6,103,£950,,£950,6,69.1,246,,43,59,0.20,,,,,,,
PEUGEOT,3008 SUV,1.6L BlueHDi 100 S&S 18 inch wheels & Grip Control,M5,1560,Diesel,,,,,4.5,4.1,4.2,62.8,68.9,67.3,109,£997,,£997,6,69.1,246,,43,59,0.20,,,,,,,
PEUGEOT,3008 SUV,1.6L BlueHDi 120 S&S 17/18/19 inch wheels,M6,1560,Diesel,,,,,4.7,3.5,4.0,60.1,80.7,70.6,104,£950,,£950,6,68.9,147,,36,47,0.20,,,,,,,
PEUGEOT,3008 SUV,1.6L BlueHDi 120 S&S EAT6 17/18/19 inch wheels,A6,1560,Diesel,,,,,4.7,3.9,4.2,60.1,72.4,67.3,108,£997,,£997,6,71.4,69,,41,45,0.20,,,,,,,
PEUGEOT,308 SW,1.6 BlueHDi 120 EAT6 S&S (17 & 18 inch wheels) 10/16 production onward,A6,1560,Diesel,,,,,4.5,3.7,4.0,62.8,76.3,70.6,105,£950,,£950,6,68.6,143,,44,53,0.00,,,,,,,
PEUGEOT,308 SW,1.6 BlueHDi 120 S&S GT Line,M6,1560,Diesel,,,,,4.7,3.5,3.9,60.1,80.7,72.4,102,£927,,£927,6,68.3,190,,65,81,0.00,,,,,,,
PEUGEOT,308 SW,2.0 BlueHDi 150 S&S Allure & GT Line - 01/16 production onwards,M6,1997,Diesel,,,,,4.6,3.5,3.9,61.4,80.7,72.4,102,£927,,£927,6,72.7,298,,59,83,0.30,,,,,,,
PEUGEOT,308 SW,2.0 BlueHDi 180 EAT6 S&S (10/16 production onward),A6,1997,Diesel,,,,,4.9,3.7,4.2,57.6,76.3,67.3,109,£997,,£997,6,70.9,267,,43,58,0.10,,,,,,,
PEUGEOT,508 SW,1.6 BlueHDi 120 S&S Auto,A6,1560,Diesel,,,,,4.7,3.8,4.2,60.1,74.3,67.3,108,£997,,£997,6,66.9,114,,38,45,0.00,,,,,,,
PEUGEOT,508 SW,2.0 BlueHDi 150 S&S - 01/16 production onwards,M6,1997,Diesel,,,,,5.0,3.8,4.2,56.5,74.3,67.3,110,£997,,£997,6,70.8,157,,57,67,0.07,,,,,,,
PEUGEOT,Partner Tepee,BlueHDi 100 S&S,M5,1560,Diesel,,,,,4.6,3.9,4.1,61.4,72.4,68.9,109,£974,,£974,6,69.0,268,,31,54,0.30,,,,,,,
PEUGEOT,Partner Tepee,BlueHDi 100 S&S ETG,AMT6,1560,Diesel,,,,,4.3,4.1,4.2,65.7,68.9,67.3,109,£997,,£997,6,67.2,179,,46,58,0.20,,,,,,,
RENAULT,"Captur Euro6, 2015",dCi 110 Stop Start Nav Mud & Snow Tyres,M6,1461,Diesel,,,,,4.1,3.7,3.9,68.9,76.3,72.4,101,£927,,£927,6,71.5,91,,37,61,0.04,,,,,,,
RENAULT,"Grand Scenic Euro6, 2015",dCi 110,M6,1461,Diesel,,,,,4.5,3.9,4.1,62.8,72.4,68.9,105,£974,,£974,6,71.0,189,,44,78,0.19,,,,,,,
RENAULT,"Grand Scenic, 2017",dCi 110,M6,1461,Diesel,,,,,4.4,3.8,4.0,62.4,74.3,70.6,104,£950,,£950,6,71.1,112,,30,73,0.58,,,,,,,
RENAULT,"Grand Scenic, 2017",dCi 110 Auto EDC,A7,1461,Diesel,,,,,4.2,3.9,4.0,67.3,72.4,70.6,104,£950,,£950,6,71.7,252,,45,95,0.83,,,,,,,
RENAULT,"Kadjar Euro6, 2015",dCi 110 EDC 19 inch wheel,A6,1461,Diesel,,,,,4.0,3.9,3.9,70.6,72.4,72.4,103,£927,,£927,6,71.8,102,,51,85,0.07,,,,,,,
RENAULT,"Kadjar Euro6, 2015",Energy dCi 110 S/S 19 inch wheel,M6,1461,Diesel,,,,,4.2,3.8,3.9,67.3,74.3,72.4,103,£927,,£927,6,72.9,143,,53,91,0.09,,,,,,,
RENAULT,Megane 2017,dCi 110 18 inch wheel,M6,1461,Diesel,,,,,4.4,3.6,3.9,64.2,78.5,72.4,101,£927,,£927,6,72.0,235,,34,83,0.13,,,,,,,
RENAULT,Megane 2017,dCi 130 16/17 inch wheel,M6,1598,Diesel,,,,,4.7,3.6,4.0,60.1,78.5,70.6,104,£950,,£950,6,69.8,143,,10,22,0.81,,,,,,,
RENAULT,Megane 2017,dCi 130 18 inch wheel,M6,1598,Diesel,,,,,4.7,3.7,4.1,60.1,76.4,68.9,106,£974,,£974,6,69.8,143,,10,22,0.81,,,,,,,
RENAULT,"Mégane Coupé Euro6, 2015",dCi 110 Auto EDC,A6,1461,Diesel,,,,,4.7,3.6,4.0,70.6,78.5,70.6,104,£950,,£950,6,73.3,105,,45,63,0.13,,,,,,,
RENAULT,"Mégane Coupé Euro6, 2015",Energy dCi 130 S/S,M6,1598,Diesel,,,,,5.5,3.7,4.0,62.8,76.3,70.6,104,£950,,£950,6,70.9,199,,42,73,0.85,,,,,,,
RENAULT,"Mégane Hatchback Euro6, 2015",dCi 110 Auto EDC,A6,1461,Diesel,,,,,4.7,3.6,4.0,60.1,78.5,70.6,104,£950,,£950,6,73.3,105,,45,63,0.13,,,,,,,
RENAULT,"Mégane Hatchback Euro6, 2015",Energy dCi 130 S/S ,M6,1461,Diesel,,,,,4.5,3.7,4.0,62.8,76.3,70.6,104,£950,,£950,6,73.5,105,,45,63,0.13,,,,,,,
RENAULT,"Megane Sport Tourer, 2017",dCi 110 18 inch wheel,M6,1461,Diesel,,,,,4.4,3.6,3.9,64.2,78.5,72.4,101,£927,,£927,6,72.0,235,,34,83,0.13,,,,,,,
RENAULT,"Megane Sport Tourer, 2017",dCi 130 16/17 inch wheel,M6,1598,Diesel,,,,,4.7,3.6,4.0,60.1,78.5,70.6,104,£950,,£950,6,69.8,143,,10,22,0.81,,,,,,,
RENAULT,"Megane Sport Tourer, 2017",dCi 130 18 inch wheel,M6,1598,Diesel,,,,,4.7,3.7,4.1,60.1,76.4,68.9,106,£974,,£974,6,69.8,143,,10,22,0.14,,,,,,,
RENAULT,"Scenic, 2017",dCi 110 Auto EDC,A7,1461,Diesel,,,,,4.2,3.9,4.0,67.3,72.4,70.6,104,£950,,£950,6,70.1,83,,21,56,0.30,,,,,,,
RENAULT,"X Mod Euro6, 2015",dCi 110,M6,1461,Diesel,,,,,4.5,3.9,4.1,62.8,72.4,68.9,105,£974,,£974,6,71.0,189,,44,78,0.19,,,,,,,
SEAT,Ibiza 5 door,1.4 TDI 75PS,M5,1422,Diesel,,,,,4.7,3.5,3.9,60.1,80.7,72.4,104,£927,,£927,6,71.0,146,,66,100,0.00,,,,,,,
SEAT,Ibiza SC,1.4 TDI 75PS,M5,1422,Diesel,,,,,4.7,3.5,3.9,60.1,80.7,72.4,104,£927,,£927,6,71.0,146,,66,100,0.00,,,,,,,
SEAT,Ibiza ST,1.4 TDI 105PS Stop-Start,M5,1422,Diesel,,,,,4.5,3.7,4.0,62.8,76.3,70.6,102,£950,,£950,6,71.0,146,,66,100,0.00,,,,,,,
SEAT,Leon 5 Door,1.6 TDI 115PS 7speed DSG SE Dynamic Technology,D7,1598,Diesel,,,,,4.3,4.0,4.1,65.7,70.6,68.9,109,£974,,£974,6,72.0,114,,47,69,0.00,,,,,,,
SEAT,Leon 5 Door,1.6 TDI 115PS 7speed DSG SE Technology,D7,1598,Diesel,,,,,4.3,4.0,4.1,65.7,70.6,68.9,108,£974,,£974,6,72.0,114,,47,69,0.00,,,,,,,
SEAT,Leon 5 Door,1.6 TDI 115PS S,M5,1598,Diesel,,,,,4.6,3.8,4.0,61.4,74.3,70.6,105,£950,,£950,6,72.0,196,,45,81,0.00,,,,,,,
SEAT,Leon 5 Door,1.6 TDI 115PS SE Dynamic Technology,M5,1598,Diesel,,,,,4.6,3.9,4.0,61.4,72.4,70.6,106,£950,,£950,6,72.0,196,,45,81,0.00,,,,,,,
SEAT,Leon 5 Door,1.6 TDI 115PS SE Technology,M5,1598,Diesel,,,,,4.6,3.8,4.0,61.4,74.3,70.6,105,£950,,£950,6,72.0,196,,45,81,0.00,,,,,,,
SEAT,Leon ST,1.6 TDI 115PS S,M5,1598,Diesel,,,,,4.6,3.8,4.1,61.4,74.3,68.9,108,£974,,£974,6,72.0,196,,45,81,0.00,,,,,,,
SEAT,Leon ST,1.6 TDI 115PS SE Dynamic Technology,M5,1598,Diesel,,,,,4.7,3.9,4.1,60.1,72.4,68.9,109,£974,,£974,6,72.0,196,,45,81,0.00,,,,,,,
SEAT,Leon ST,1.6 TDI 115PS SE Technology,M5,1598,Diesel,,,,,4.6,3.8,4.1,61.4,74.3,68.9,108,£974,,£974,6,72.0,196,,45,81,0.00,,,,,,,
SEAT,Toledo,1.4 TDI 90PS 7speed DSG Stop-Start,D7,1422,Diesel,,,,,4.5,3.8,4.0,62.8,74.3,70.6,106,£950,,£950,6,73.0,128,,44,76,0.13,,,,,,,
SEAT,Toledo,1.4 TDI 90PS Stop-Start,M5,1422,Diesel,,,,,4.3,3.6,3.9,65.7,78.5,72.4,103,£927,,£927,6,73.0,200,,38,76,0.00,,,,,,,
SEAT,Toledo,1.6 TDI 115PS Stop-Start,M5,1598,Diesel,,,,,4.7,4.0,4.2,60.1,70.6,67.3,109,£997,,£997,6,73.0,113,,50,84,0.05,,,,,,,
SKODA,Fabia Estate,1.4 TDI 105PS,M5,1422,Diesel,,,,,4.6,3.9,4.1,61.4,72.4,68.9,110,£974,,£974,6,72.0,147,,54,91,0.00,,,,,,,
SKODA,Fabia Estate,1.4 TDI 75PS,M6,1422,Diesel,,,,,4.4,3.7,3.9,64.2,76.3,72.4,104,£927,,£927,6,72.0,200,,38,76,0.00,,,,,,,
SKODA,Fabia Estate,1.4 TDI 90PS,M6,1422,Diesel,,,,,4.4,3.7,3.9,64.2,76.3,72.4,104,£927,,£927,6,71.0,200,,38,76,0.00,,,,,,,
SKODA,Fabia Estate,1.4 TDI 90PS 7speed DSG,D7,1422,Diesel,,,,,4.4,3.7,4.0,64.2,76.3,70.6,105,£950,,£950,6,71.0,128,,44,76,0.13,,,,,,,
SKODA,Fabia Hatchback,1.4 TDI 75PS,M6,1422,Diesel,,,,,4.4,3.7,3.9,64.2,76.3,72.4,104,£927,,£927,6,72.0,200,,38,76,0.00,,,,,,,
SKODA,Fabia Hatchback,1.4 TDI 90PS,M6,1422,Diesel,,,,,4.4,3.7,3.9,64.2,76.3,72.4,104,£927,,£927,6,71.0,200,,38,76,0.00,,,,,,,
SKODA,Fabia Hatchback,1.4 TDI 90PS 7speed DSG,D7,1422,Diesel,,,,,4.4,3.7,4.0,64.2,76.3,70.6,105,£950,,£950,6,71.0,128,,44,76,0.13,,,,,,,
SKODA,Octavia Estate,1.6 TDI 110PS Stop-Start DSG with 17'' & 18'' wheels,D6,1598,Diesel,,,,,4.2,3.6,3.9,67.3,78.5,72.4,102,£927,,£927,6,72.0,94,,37,71,0.00,,,,,,,
SKODA,Octavia Estate,1.6 TDI 110PS Stop-Start with 17'' & 18'' wheels,M6,1598,Diesel,,,,,4.5,3.5,3.9,62.8,80.7,72.4,101,£927,,£927,6,72.0,168,,69,103,0.00,,,,,,,
SKODA,Octavia Estate,2.0 TDI 150PS Stop-Start with 16'' and 17'' wheels,M6,1968,Diesel,,,,,4.8,3.6,4.0,58.9,78.5,70.6,106,£950,,£950,6,70.0,100,,70,99,0.10,,,,,,,
SKODA,Octavia Estate,2.0 TDI 150PS Stop-Start with 18'' wheels,M6,1968,Diesel,,,,,4.9,3.7,4.1,57.6,76.3,68.9,107,£974,,£974,6,70.0,100,,70,99,0.10,,,,,,,
SKODA,Octavia Hatchback,1.6 TDI 110PS Stop-Start DSG with 17'' & 18'' wheels,D6,1598,Diesel,,,,,4.2,3.6,3.9,67.3,78.5,72.4,102,£927,,£927,6,72.0,94,,37,71,0.00,,,,,,,
SKODA,Octavia Hatchback,2.0 TDI 150PS Stop-Start with 16'' and 17'' wheels,M6,1968,Diesel,,,,,4.8,3.6,4.0,58.9,78.5,70.6,106,£950,,£950,6,70.0,100,,70,99,0.10,,,,,,,
SKODA,Octavia Hatchback,2.0 TDI 150PS Stop-Start with 18'' wheels,M6,1968,Diesel,,,,,4.9,3.7,4.1,57.6,76.3,68.9,107,£974,,£974,6,70.0,100,,70,99,0.10,,,,,,,
SKODA,Rapid,1.4 TDI 90PS 7speed DSG Stop-Start,D7,1422,Diesel,,,,,4.5,3.8,4.0,62.8,74.3,70.6,106,£950,,£950,6,73.0,128,,44,76,0.13,,,,,,,
SKODA,Rapid,1.4 TDI 90PS Stop-Start,M5,1422,Diesel,,,,,4.4,3.7,4.0,64.2,76.3,70.6,105,£950,,£950,6,73.0,200,,38,76,0.00,,,,,,,
SKODA,Rapid,1.6 TDI 115PS Stop-Start,M5,1598,Diesel,,,,,4.7,4.0,4.2,60.1,70.6,67.3,109,£997,,£997,6,73.0,113,,50,84,0.05,,,,,,,
SKODA,Rapid Spaceback,1.4 TDI 90PS 7speed DSG Stop-Start,D7,1422,Diesel,,,,,4.5,3.8,4.0,62.8,74.3,70.6,106,£950,,£950,6,73.0,128,,44,76,0.13,,,,,,,
SKODA,Rapid Spaceback,1.4 TDI 90PS Stop-Start,M5,1422,Diesel,,,,,4.4,3.7,4.0,64.2,76.3,70.6,105,£950,,£950,6,73.0,200,,38,76,0.00,,,,,,,
SKODA,Rapid Spaceback,1.6 TDI 115PS Stop-Start,M5,1598,Diesel,,,,,4.7,4.0,4.2,60.1,70.6,67.3,109,£997,,£997,6,73.0,113,,50,84,0.05,,,,,,,
SKODA,Superb Estate,"1.6 TDI 120PS Stop/Start Greenline S, SE, SE L, Executive",M6,1598,Diesel,,,,,4.5,3.6,3.9,62.8,78.5,72.4,102,£927,,£927,6,70.0,201,,55,76,0.25,,,,,,,
SKODA,Superb Saloon,"1.6 TDI 120PS Stop/Start Greenline S, SE, SE L, Executive",M6,1598,Diesel,,,,,4.5,3.5,3.9,62.8,80.7,72.4,101,£927,,£927,6,70.0,201,,55,76,0.25,,,,,,,
SKODA,Superb Saloon,"1.6 TDI 120PS Stop-Start S, SE",M6,1598,Diesel,,,,,4.9,3.8,4.2,57.6,74.3,67.3,110,£997,,£997,6,71.0,244,,40,81,0.13,,,,,,,
SUZUKI,SX4 S-Cross,1.6 2WD,6MT,1598,Diesel,,,,,5.7,4.0,4.6,49.6,70.6,61.4,110,"£1,093",,"£1,093",6,72.0,494,,15,19,2.00,,,,,,,
SUZUKI,Vitara,1.6 2WD,M6,1598,Diesel,,,,,4.6,3.7,4.0,61.4,76.4,70.6,106,£950,,£950,6,71.0,202,,11,55,0.13,,,,,,,
TOYOTA,"Auris Touring Sports, MY2017",1.4 D-4D 6-speed Manual with 15'' steel wheels,6MT,1364,Diesel,,,,,4.6,3.8,4.1,61.4,74.3,68.9,106,£974,,£974,6,68.0,64,,60,79,0.00,,,,,,,
TOYOTA,"Auris Touring Sports, MY2017",1.4 D-4D 6-speed Manual with 16'' alloy wheels,6MT,1364,Diesel,,,,,4.6,3.8,4.1,61.4,74.3,68.9,106,£974,,£974,6,68.0,65,,60,79,0.00,,,,,,,
TOYOTA,"Auris Touring Sports, MY2017",1.6 D-4D 6-speed Manual with 16'' alloy wheels,6MT,1598,Diesel,,,,,5.0,3.7,4.2,56.5,76.3,67.3,108,£997,,£997,6,72.0,412,,16,50,0.00,,,,,,,
TOYOTA,"Auris Touring Sports, MY2017",1.6 D-4D 6-speed Manual with 17'' alloy wheels,6MT,1598,Diesel,,,,,5.1,3.8,4.3,55.4,74.3,65.7,110,"£1,021",,"£1,021",6,75.0,412,,16,50,0.00,,,,,,,
TOYOTA,"Auris, MY2017",1.6 D-4D 6-speed Manual with 16'' alloy wheels,6MT,1598,Diesel,,,,,5.0,3.7,4.2,56.5,76.3,67.3,108,£997,,£997,6,72.0,412,,16,50,0.00,,,,,,,
TOYOTA,"Auris, MY2017",1.6 D-4D 6-speed Manual with 17'' alloy wheels,6MT,1598,Diesel,,,,,5.1,3.8,4.3,55.4,74.3,65.7,110,"£1,021",,"£1,021",6,72.0,412,,16,50,0.00,,,,,,,
TOYOTA,"Avensis, MY2015",4 door Active 1.6 D-4D Manual,6MT,1598,Diesel,,,,,5.1,3.6,4.2,55.4,78.5,67.3,108,£997,,£997,6,70.0,235,,18,42,0.00,,,,,,,
TOYOTA,"Avensis, MY2015",4 door Business Edition 1.6I,6MT,1598,Diesel,,,,,5.1,3.7,4.2,55.4,76.3,67.3,109,£997,,£997,6,70.0,235,,18,42,0.00,,,,,,,
TOYOTA,"Avensis, MY2015",4 door Business Edition Plus 1.6I,6MT,1598,Diesel,,,,,5.1,3.7,4.2,55.4,76.3,67.3,109,£997,,£997,6,70.0,235,,18,42,0.00,,,,,,,
TOYOTA,"Avensis, MY2015",Touring Sports Active 1.6l ,6MT,1598,Diesel,,,,,5.1,3.7,4.2,55.4,76.3,67.3,109,£997,,£997,6,70.0,235,,18,42,0.00,,,,,,,
TOYOTA,"Avensis, MY2015",Touring Sports Business Edition 1.6I,6MT,1598,Diesel,,,,,5.1,3.8,4.2,55.4,74.3,67.3,110,£997,,£997,6,70.0,235,,18,42,0.00,,,,,,,
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2015",1.6 CDTi 136PS SRi 16v ecoFLEX Stop/Start with 16'' and 17'' wheel,M6,1598,Diesel,,,,,4.6,3.6,3.9,61.4,78.5,72.4,104,£927,,£927,6,72.0,110,,27,54,0.29,,,,,,,
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2016","1.6 CDTi 136PS Elite NAV Stop / Start with 16'', 17'' and 18'' wheel",M6,1598,Diesel,,,,,4.5,3.5,3.9,62.8,80.7,72.4,103,£927,,£927,6,71.0,224,,54,93,0.05,,,,,,,
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2016","1.6 CDTi 136PS SRi Nav Stop/Start with 16'', 17'' and 18'' wheels",M6,1598,Diesel,,,,,4.5,3.5,3.9,62.8,80.7,72.4,103,£927,,£927,6,71.0,224,,54,93,0.05,,,,,,,
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2016","1.6 CDTi 136PS Tech Line Stop / Start with 16'', 17'' and 18'' wheel",M6,1598,Diesel,,,,,4.5,3.5,3.9,62.8,80.7,72.4,103,£927,,£927,6,71.0,224,,54,93,0.05,,,,,,,
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2017","1.6 CDTi Bi-Turbo 160PS SRi NAV Stop/Start with 16'', 17'' and 18'' wheels",M6,1598,Diesel,,,,,5.1,3.6,4.1,55.4,78.5,68.9,109,£974,,£974,6,70.0,321,,25,79,0.40,,,,,,,
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2017","1.6 CDTi Bi-Turbo 160PS SRi VX-Line NAV Stop/Start with 16'', 17'' and 18'' wheels",M6,1598,Diesel,,,,,5.1,3.6,4.1,55.4,78.5,68.9,109,£974,,£974,6,70.0,321,,25,79,0.40,,,,,,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2015",1.6 CDTi 136PS Police 16V ecoFLEX Stop/Start with 16'' & 17'' wheels,M5,1598,Diesel,,,,,4.6,3.6,3.9,61.4,78.5,72.4,104,£927,,£927,6,72.0,110,,27,54,0.29,,,,,,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2016","1.6 CDTi 136PS SRi NAV Stop/Start with 16'', 17'' and 18'' wheels",M6,1598,Diesel,,,,,4.7,3.5,3.9,60.1,80.7,72.4,104,£927,,£927,6,71.0,171,,33,68,1.68,,,,,,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2016","1.6 CDTi 136PS SRi NAV Stop/Start with 16'', 17'' and 18'' wheels",M6,1598,Diesel,,,,,4.7,3.5,3.9,60.1,80.7,72.4,104,£927,,£927,6,71.0,171,,33,68,1.68,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2016","1.6 CDTi 136PS Design Nav ecoFLEX Stop/Start with 16'', 17'' and 18'' wheels",M6,1598,Diesel,,,,,4.7,3.5,3.9,60.1,80.7,72.4,104,£927,,£927,6,72.0,56,,54,72,0.15,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2016","1.6 CDTi 136PS Elite Stop/Start ecoFLEX with 16'', 17'' and 18'' wheels",M6,1598,Diesel,,,,,4.7,3.5,3.9,60.1,80.7,72.4,104,£927,,£927,6,72.0,56,,54,72,0.15,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2016","1.6 CDTi 136PS Energy ecoFLEX Stop/Start with 16'', 17'' and 18'' wheels",M6,1598,Diesel,,,,,4.7,3.5,3.9,60.1,80.7,72.4,104,£927,,£927,6,72.0,56,,54,72,0.15,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2016","1.6 CDTi 136PS Limited Edition EcoFLEX Stop/Start with 16'',17'' & 18'' wheels",M6,1598,Diesel,,,,,4.7,3.5,3.9,60.1,80.7,72.4,104,£927,,£927,6,72.0,56,,54,72,0.15,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2016","1.6 CDTi 136PS SRi NAV Stop/Start with 16'', 17'' and 18'' wheels",M6,1598,Diesel,,,,,4.9,3.7,4.1,57.6,76.3,68.9,109,£974,,£974,6,72.0,35,,27,41,0.14,,,,,,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2016","1.6 CDTi 136PS SRi VX-Line NAV Stop/Start with 16'', 17'', 18'', 19'' and 20'' wheels",M6,1598,Diesel,,,,,4.9,3.7,4.1,57.6,76.3,68.9,109,£974,,£974,6,72.0,35,,27,41,0.14,,,,,,,
VAUXHALL,"Insignia 5 Door Sports Tourer, Model Year 2016","1.6 CDTi 136PS Elite NAV ecoFLEX Stop/Start with 16'', 17'' and 18'' wheels",M6,1598,Diesel,,,,,4.8,3.7,4.1,58.9,76.3,68.9,109,£974,,£974,6,72.0,56,,54,72,0.15,,,,,,,
